city,case_id,category,district,addr,x,y,start_date,end_date,blocks_traffic,unit,source
new_taipei,342576,一般,鶯歌區,鶯歌區南鶯里村里建國路115號,285497.8948014115,2760706.7478397065,2025-11-21,2025-11-28,,乙辰電器工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342630,民生,淡水區,淡水區竿蓁里村里中正東路二段5巷,296476.2585095742,2783381.2125610695,2025-11-20,2026-01-09,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342633,民生,淡水區,淡水區八勢里村里中正東路二段143巷12弄2號,296599.5361186006,2782245.333012918,2025-12-01,2026-01-02,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342644,民生,淡水區,淡水區竿蓁里村里中正東路一段81巷11號,295697.2159475064,2783844.0758356834,2025-12-15,2026-01-28,,瑞通營造有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342653,一般,三重區,三重區福民里村里環河南路221巷7號,299437.6794204891,2771562.9519165084,2025-11-27,2025-12-13,,五通工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342659,民生,淡水區,淡水區水碓里村里中山北路一段168號,294786.867529768,2785624.876857842,2025-12-15,2026-02-05,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342670,新建房屋,鶯歌區,鶯歌區鳳鳴里村里鶯歌路,283836.9527028499,2762609.6800425253,2026-06-01,2026-06-03,,鼎欣天然氣工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342681,民生,樹林區,樹林區東園里村里柑園街一段77號,290556.3225363554,2761419.6702358117,2025-11-24,2025-12-08,,乙辰電器工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342702,一般,三峽區,三峽區龍埔里村里三樹路98巷,288236.8724726705,2759052.263388723,2025-12-03,2025-12-05,,乙辰電器工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342738,新建房屋,三重區,三重區龍門里村里仁愛街54號,300034.7270036561,2773931.275885242,2025-12-08,2025-12-12,,廣原工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342739,民生,淡水區,淡水區學府里村里學府路99號,295362.8213615689,2784922.0699250177,2025-12-25,2026-03-13,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342751,計畫,新店區,新店區中山里村里央北二路,303524.6954406447,2763402.2428744375,2025-12-03,2025-12-16,,微笑單車股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342773,一般,淡水區,淡水區坪頂里村里小坪頂18-3號,299136.9275334605,2783697.2563620103,2025-12-08,2026-04-30,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342776,一般,淡水區,淡水區竿蓁里村里淡金路21號,296081.3530169521,2783534.227262113,2025-12-01,2025-12-14,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342792,民生,淡水區,淡水區油車里村里中正路一段62巷8號,292912.387914484,2785496.3766125115,2025-12-22,2026-04-17,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342812,新建房屋,鶯歌區,鶯歌區鳳福里村里龍三路,283319.0566068375,2762694.5101388977,2026-04-07,2026-04-16,,玖泰工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342814,新建房屋,鶯歌區,鶯歌區鳳鳴里村里龍七路50-1號,283540.2921354776,2762507.8058405276,2026-06-01,2026-06-08,,玖泰工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342836,民生,新店區,新店區中山里村里溪園路,303038.7113328239,2764022.022224016,2025-12-01,2026-06-02,,宏圓電氣工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342842,緊急,瑞芳區,瑞芳區龍山里村里逢甲路282巷,331052.5572874672,2778365.1569964522,2025-11-18,2026-01-27,,廣宜營造有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342848,緊急,瑞芳區,瑞芳區新峰里村里員山子路員山巷,332605.1955727558,2777633.531213498,2025-11-20,2026-01-30,,廣宜營造有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342850,緊急,瑞芳區,瑞芳區龍興里村里民權街鐵路巷8號,331373.7504101745,2778048.0659697005,2025-11-20,2026-01-30,,廣宜營造有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342881,民生,三重區,三重區永清里村里三和路四段382巷15號,298615.3450976528,2774584.095972222,2025-12-03,2026-02-08,,昱丞工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342901,一般,淡水區,淡水區樹興里村里興福寮66巷49號,298900.9001772092,2783645.5886194073,2025-12-10,2025-12-26,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342902,一般,三重區,三重區溪美里村里自強路四段,299490.0896015327,2774599.7496761885,2025-12-02,2026-01-24,,五通工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342929,新建房屋,中和區,中和區外南里村里復興路49巷,300938.5506409332,2764731.141251428,2025-12-07,2026-03-11,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342967,緊急,瑞芳區,瑞芳區龍安里村里瑞芳街165號,331133.0079541002,2778184.8627115204,2025-11-25,2026-01-30,,廣宜營造有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342983,民生,淡水區,淡水區沙崙里村里中正路一段87巷1-2號,292468.7939569588,2785664.507611004,2025-12-23,2026-03-13,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342985,一般,土城區,土城區員信里村里中央路二段270巷,294426.7641483609,2762732.056169516,2025-12-22,2026-06-11,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342992,民生,淡水區,淡水區沙崙里村里中正路一段87巷8弄31-1號,292278.7264081032,2785866.4645185065,2025-12-29,2026-06-30,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,342997,民生,板橋區,板橋區後埔里村里重慶路65號,296609.5213659399,2766657.722903974,2025-12-04,2026-06-16,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343000,新建房屋,三重區,三重區維德里村里三和路三段113巷2號,299747.8948409429,2773971.751544118,2025-12-10,2026-02-06,,昱丞工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343005,計畫,新店區,新店區美潭里村里長春路,305632.6750741708,2760872.058190684,2025-12-08,2026-07-10,,宏錩工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343007,一般,三芝區,三芝區八賢里村里八連溪,301404.6679128884,2792944.3853328708,2025-12-25,2026-01-28,,瑞通營造有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343014,新建房屋,三重區,三重區文化里村里信義西街68號,300242.0728347471,2773038.996293209,2025-12-10,2025-12-20,,昱丞工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343015,計畫,新店區,新店區美潭里村里長春路,305437.5985257209,2760848.812232769,2025-12-08,2026-07-24,,宏錩工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343037,新建房屋,三重區,三重區二重里村里頂崁街210巷66弄12號,297879.8831985274,2773287.448178549,2025-12-11,2025-12-20,,昱丞工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343041,計畫,新店區,新店區美潭里村里長春路13巷29號,305421.5689727523,2760970.5682140174,2025-12-08,2026-07-10,,宏錩工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343054,計畫,新店區,新店區美潭里村里長春路19巷1號,305458.8231768893,2761171.380766965,2026-03-02,2026-03-31,,宏錩工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343062,緊急,三重區,三重區仁義里村里正義南路105巷,300291.0941824993,2772425.1174326967,2025-11-25,2025-11-26,,五通工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343092,新建房屋,新店區,新店區屈尺里村里櫻花街6號,305207.0662045356,2757780.9417749145,2026-01-12,2026-01-21,,致正工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343093,新建房屋,新店區,新店區中央里村里中央六街39號,303385.5452386028,2763154.2021083543,2026-01-06,2026-01-15,,致正工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343125,民生,汐止區,汐止區義民里村里中正路161巷1弄,316572.6926435366,2773456.4274695907,2025-12-16,2026-04-26,,墨格工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343149,新建房屋,五股區,五股區成功里村里新城八路275號,294958.0587706002,2775979.692354056,2026-01-12,2026-05-29,,東松工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343153,民生,樹林區,樹林區彭福里村里八德街87號,292419.6985324995,2763805.2115493193,2025-12-01,2026-04-07,,錦福工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343166,計畫,林口區,林口區下福里村里水防道路,281092.1408575888,2778141.416965065,2025-12-20,2026-12-31,,豐順營造股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343174,計畫,新店區,新店區德安里村里安德街147號,301343.3209222458,2761383.269109004,2025-12-08,2026-04-30,,宏錩工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343183,民生,土城區,土城區頂埔里村里福田路,292304.6284106011,2761073.3392792125,2025-12-05,2026-04-10,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343187,一般,土城區,土城區大安里村里承天路4巷,294038.3961818787,2761873.026694268,2025-12-12,2026-04-25,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343233,計畫,板橋區,板橋區溪頭里村里民生路三段,296797.0920565684,2769476.7377268616,2025-12-08,2026-05-15,,昕銓有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343239,一般,中和區,中和區中原里村里橋和路,299595.1826957177,2766469.9137379574,2025-12-10,2026-06-25,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343247,民生,樹林區,樹林區山佳里村里新興街39號,290373.2048750759,2762646.8401471716,2025-12-08,2026-02-05,,統鑫開發實業股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343264,緊急,土城區,土城區延吉里村里延吉街47巷6號,297711.24634229,2764497.457261711,2025-12-02,2026-12-05,,上睿工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343309,新建房屋,新莊區,新莊區福基里村里化成路565號,296870.5922291604,2773161.7811821345,2025-12-23,2026-05-29,,合銘水電企業有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343315,一般,中和區,中和區佳和里村里中山路二段64巷,300685.8745952912,2766532.538039106,2026-01-08,2026-06-06,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343328,新建房屋,淡水區,淡水區沙崙里村里中正路一段87巷8弄31之1號,292437.2513999662,2785639.68095622,2025-12-16,2026-01-16,,暢禾企業有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343349,民生,淡水區,淡水區學府里村里學府路100巷,295354.6444558686,2784888.4797393265,2025-12-25,2026-04-15,,得豐電氣工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343358,民生,三重區,三重區碧華里村里五華街282號,299053.1784793255,2775685.0719577046,2025-12-12,2026-02-06,,昱丞工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343381,民生,板橋區,板橋區香丘里村里中山路一段265巷4弄,297272.4927375811,2767430.1010946273,2026-01-05,2026-04-22,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343393,新建房屋,新店區,新店區美潭里村里秀水路31~34號,306033.0997541705,2760926.0525237084,2025-12-23,2026-06-19,,億金營造股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343413,民生,三重區,三重區福祉里村里集美街47號,299251.3575605209,2771997.197216301,2025-12-15,2025-12-17,,金樹水電工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343415,新建房屋,三重區,三重區錦安里村里文化北路59號,300310.1131040415,2773187.577762231,2026-01-27,2026-05-29,,金樹水電工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343452,新建房屋,五股區,五股區六福里村里五福路52巷3弄20號,293673.9828640376,2775875.060093947,2026-01-12,2026-05-29,,東松工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343481,一般,泰山區,泰山區義仁里村里新北大道四段188號,294383.672883459,2771756.489902443,2026-01-11,2026-05-29,,合銘水電企業有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343482,一般,三重區,三重區龍門里村里龍門路119號,300235.6980207529,2773937.6231713197,2025-12-17,2025-12-26,,金樹水電工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343485,民生,新店區,新店區德安里村里安成街8號,301546.4084985747,2761494.609007902,2025-12-15,2026-05-27,,昱丞工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343522,一般,蘆洲區,蘆洲區保和里村里中央路151號,297656.4183620421,2775252.1502917074,2025-12-23,2026-05-19,,五通工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343581,計畫,新店區,新店區五峯里村里中正路65巷1號,304919.5294700855,2762541.007979551,2025-12-19,2026-05-31,,宏錩工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343585,一般,樹林區,樹林區大同里村里中華路74號,292296.5755272389,2763746.8035954903,2025-12-30,2026-06-13,,統鑫開發實業股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343644,新建房屋,八里區,八里區大崁里村里忠五街81號,292612.0539965798,2783896.573187239,2026-03-24,2026-03-26,,達叡環境有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343668,民生,土城區,土城區祖田里村里福田路,291774.6519527112,2760518.3699185266,2025-12-26,2026-02-03,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343675,一般,樹林區,樹林區樹福里村里長壽街1-1號,292809.5419921319,2765085.870494839,2025-12-23,2026-01-31,,統鑫開發實業股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343703,緊急,瑞芳區,瑞芳區龍潭里村里逢甲路69號,331470.050236464,2778140.376736006,2025-12-16,2026-03-19,,廣宜營造有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343714,一般,三重區,三重區仁華里村里永安北路二段,298539.5897632512,2774784.8680975395,2025-12-23,2025-12-31,,強鋼營造股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343726,新建房屋,新莊區,新莊區忠孝里村里公園一路75巷11號,294751.4112571407,2770011.1661842554,2025-12-29,2026-03-13,,安鴻工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343733,一般,新莊區,新莊區中原里村里新北大道四段,294425.5935263815,2771843.34535708,2026-01-12,2026-06-08,,合銘水電企業有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343756,新建房屋,樹林區,樹林區保安里村里樹新路50巷,293328.1912665401,2765454.7010834254,2026-04-09,2026-05-23,,良銓營造有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343757,新建房屋,新莊區,新莊區福基里村里福美街172巷60號,296629.3912371171,2772468.7788370675,2026-01-21,2026-06-13,,合銘水電企業有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343763,民生,中和區,中和區力行里村里中正路246號,300061.3383783451,2765201.8663591905,2026-01-05,2026-01-13,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343768,民生,中和區,中和區中正里村里中正路571巷,299111.4288618278,2765235.6816394744,2026-01-05,2026-06-10,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343770,新建房屋,五股區,五股區六福里村里五福路86巷,293681.3743844805,2775887.485521818,2026-01-07,2026-01-11,,廣原工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343771,計畫,板橋區,板橋區鄉雲里村里華興街1號,296372.3541228302,2766294.378574438,2025-12-23,2026-04-22,,秉伸工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343772,一般,土城區,土城區明德里村里明德路二段,295332.9320383659,2763934.6079953355,2025-12-29,2026-01-06,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343806,緊急,泰山區,泰山區黎明里村里黎明路6號,292461.089481015,2772809.205269882,2025-12-18,2025-12-19,,東興盛工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343818,緊急,泰山區,泰山區山腳里村里泰林路二段306巷,293448.5649783376,2772803.0729833324,2025-12-18,2025-12-18,,五通工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343833,一般,中和區,中和區福祥里村里福美路258號,300297.4992485573,2766438.6367689567,2025-12-29,2026-06-06,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343840,新建房屋,土城區,土城區清水里村里仁愛路,296409.0265831177,2763795.955922319,2026-01-19,2026-04-04,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343866,緊急,淡水區,淡水區文化里村里新民街61號,294204.7582018453,2785374.1686599837,2025-12-20,2026-01-16,,桔原企業有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343904,緊急,淡水區,淡水區油車里村里中正路一段6巷,293178.8226614373,2785315.426197281,2025-12-23,2026-01-16,,桔原企業有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343907,計畫,蘆洲區,蘆洲區得仁里村里中山一路218巷2號,297850.3909257367,2774621.808073186,2026-03-20,2026-07-09,,祥昌水管工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343908,民生,樹林區,樹林區潭底里村里大安路,292586.3551606578,2765519.8980593053,2026-01-05,2026-04-09,,統鑫開發實業股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343909,計畫,三峽區,三峽區鳶山里村里復興路237巷,286961.2624412911,2759059.5926931766,2025-12-24,2026-01-22,,榮工工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343926,計畫,泰山區,泰山區福興里村里福泰街62巷1號,293758.5657053497,2772393.3158604237,2026-01-12,2026-02-13,,鴻祥營造股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343931,緊急,蘆洲區,蘆洲區永安里村里九芎街153巷22-1號,297003.4808425238,2774560.1569519234,2025-12-23,2025-12-23,,五通工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343938,新建房屋,土城區,土城區大安里村里承天路,294265.1993053899,2761860.174915837,2026-04-06,2026-05-13,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343949,民生,中和區,中和區福和里村里水源路34巷3號,300943.3252742952,2766252.9105855427,2026-01-06,2026-01-22,,漢維營造有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343960,緊急,淡水區,淡水區大庄里村里新民街一段127號,293129.3342717008,2786691.1292107725,2025-12-24,2026-01-16,,桔原企業有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343962,計畫,新店區,新店區國校里村里國校路45號,304361.6021283481,2760822.848949249,2026-01-01,2026-07-10,,宏錩工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343963,民生,新莊區,新莊區中華里村里中華路二段71巷,295661.2145035555,2771103.6805905937,2026-01-20,2026-05-20,,合銘水電企業有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343987,一般,樹林區,樹林區獇寮里村里中正路,291913.760760739,2766844.42342394,2026-01-12,2026-01-30,,統鑫開發實業股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343988,新建房屋,新店區,新店區寶安里村里寶元路一段,305046.2690625644,2764015.4162504375,2026-03-31,2026-06-05,,昌鋐工程股份有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343994,一般,蘆洲區,蘆洲區恆德里村里中山一路124-2號,298099.6269232819,2774905.7335053333,2026-01-20,2026-03-31,,金樹水電工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
new_taipei,343995,民生,樹林區,樹林區東園里村里田尾街62號,291309.002367358,2761380.958406046,2026-01-12,2026-01-12,,乙辰電器工程有限公司,https://data.ntpc.gov.tw/api/datasets/96b6101b-c033-4834-8bd5-e312651db7a0/json?page=0&size=2000
